place_id,estado,lat,lon,precio_magna,precio_premium,precio_diesel,nombre,cre_id
11703,Guanajuato,21.14916,-101.6634,22.95,27.9,,SERVICIO LAS TORRES SUR SA DE CV,PL/9999/EXP/ES/2015
11702,Sinaloa,24.75731,-107.7192,24.7,30.3,27.99,VIGO HIDROCARBUROS SA DE CV,PL/9998/EXP/ES/2015
11701,Tamaulipas,25.84436,-97.50779,20.49,,27.69,ENERGETICOS VALLE HERMOSO SA DE CV,PL/9997/EXP/ES/2015
11700,Chiapas,16.54859,-92.89879,23.58,27.85,27.45,CARLOS CESARIN ORTEGA TRUJILLO,PL/9996/EXP/ES/2015
11699,Sonora,30.72127,-112.1722,22.29,,,GASOLINERA EL COYOTE SA DE CV,PL/9995/EXP/ES/2015
11697,Veracruz,18.90257,-96.98308,23.99,27.79,,LOS CAFETOS DE FORTIN SA DE CV,PL/9993/EXP/ES/2015
11696,Baja California,32.63746,-115.413,22.15,27.5,26.5,AUTO SERVICIO OSMAR SA DE CV,PL/9992/EXP/ES/2015
11695,Veracruz,18.88644,-96.96716,23.99,27.79,,SERVICIO LOS CAFETOS SA DE CV,PL/9991/EXP/ES/2015
11694,Veracruz,18.85467,-96.85984,23.99,27.79,,GASOLINERIA LOS CAFETOS SA DE CV,PL/9990/EXP/ES/2015
3153,Baja California,32.56962,-115.4234,21.29,28.29,27.99,SERVICIO CIBOLA SA DE CV,PL/999/EXP/ES/2015
11693,Veracruz,18.90248,-96.9775,23.95,28.25,,SUPER GAS DE FORTIN SA DE CV,PL/9989/EXP/ES/2015
11692,Tlaxcala,19.84059,-97.57682,23.8,27.99,27.0,SERVICIO Y COMBUSTIBLES NORORIENTAL S DE RL DE CV,PL/9988/EXP/ES/2015
11691,Baja California,32.54488,-116.9167,,,24.99,BELLAS ARTES GASOLINERA SA DE CV,PL/9987/EXP/ES/2015
11690,Veracruz,18.88586,-96.92522,23.59,27.79,,LUIS IGNACIO LIBREROS TREJO,PL/9986/EXP/ES/2015
11395,Jalisco,20.44519,-103.2458,23.99,26.18,25.99,COMBUSTIBLES PLATANITO SA DE CV,PL/9985/EXP/ES/2015
11394,Queretaro,20.64242,-100.4155,24.99,29.99,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9984/EXP/ES/2015
11393,Michoacan,17.95762,-102.2159,23.79,27.36,28.0,GASOLINERA LAS TRUCHAS SA DE CV,PL/9983/EXP/ES/2015
11392,Ciudad de Mexico,19.54499,-99.27259,23.99,29.49,,OPERADORA ADCLA SA DE CV,PL/9982/EXP/ES/2015
11391,Baja California,32.46336,-116.8113,21.99,28.99,27.99,ESTACION DE SERVICIO PUERTA GRANDE S DE RL DE CV,PL/9981/EXP/ES/2015
11390,Chihuahua,28.72277,-106.143,23.99,28.99,,SERVICIO RG SA DE CV,PL/9980/EXP/ES/2015
2802,Baja California,32.5456,-116.9096,23.99,29.49,27.99,ESTACION DE SERVICIO PUERTA DE MEXICO S DE RL DE CV,PL/998/EXP/ES/2015
11389,Nuevo Leon,27.51252,-99.55907,20.85,26.49,,CARBURANTES EL CARRIZO SA DE CV,PL/9979/EXP/ES/2015
11388,Zacatecas,22.36256,-102.8845,23.99,28.99,28.28,SERVICIO VILLANUEVA SA DE CV,PL/9978/EXP/ES/2015
11387,Queretaro,20.65376,-100.3441,23.99,28.49,27.99,AUTOSERVICIO QUERETANO SA DE CV,PL/9977/EXP/ES/2015
11386,Queretaro,20.46232,-100.0988,,27.99,,SERVICIOS LA VIRGEN SA DE CV,PL/9976/EXP/ES/2015
11385,Chihuahua,28.68087,-106.0024,23.99,27.99,27.99,MARGARITA SOLIS MUÑIZ,PL/9975/EXP/ES/2015
11384,Jalisco,20.49921,-103.3401,23.99,28.79,28.29,PETRO SERVICIOS DE OCCIDENTE SA DE CV,PL/9974/EXP/ES/2015
11383,Guanajuato,20.56469,-101.1843,27.99,,,HERMILA ASCENCIO RUEDA,PL/9973/EXP/ES/2015
11382,Puebla,18.99373,-98.22421,23.99,28.19,,GPDC ESTACIONES DE SERVICIO SA DE CV,PL/9972/EXP/ES/2015
11381,Puebla,18.98086,-98.19596,23.5,27.99,,GASOLINERA ALLAS SA DE CV,PL/9971/EXP/ES/2015
11380,Chihuahua,28.39145,-105.6214,23.99,,,GUILLERMO MARTINEZ MARQUEZ,PL/9970/EXP/ES/2015
2848,Baja California,32.44267,-117.0136,23.29,28.99,27.99,GRUPO GASOLINERO COMBUSERVICIOS SA DE CV,PL/997/EXP/ES/2015
11379,Sinaloa,25.97002,-108.892,23.99,28.99,28.0,ESTACION DE SERVICIO LAS FLORES SA DE CV,PL/9969/EXP/ES/2015
11378,Sonora,27.48315,-109.9432,23.89,28.79,26.97,OPERADORA RIO COLORADO S DE RL DE CV,PL/9968/EXP/ES/2015
11376,Hidalgo,22.00731,-99.03283,23.95,28.65,27.49,ENERGETICOS EL INGENIO SA DE CV,PL/9967/EXP/ES/2015
11377,Chihuahua,28.38552,-105.4395,23.99,,27.0,MANUEL MARTINEZ MARQUEZ,PL/9966/EXP/ES/2015
11375,Chiapas,15.65085,-92.14404,23.99,29.79,27.0,SERVICIOS FRONTERA SUR SA DE CV,PL/9965/EXP/ES/2015
11374,Guerrero,17.59987,-99.17805,23.99,28.47,28.25,COMBUSTIBLES Y REFINADOS JARDINES SA DE CV,PL/9964/EXP/ES/2015
11373,Chiapas,15.68581,-92.04084,23.99,29.79,27.0,GASOLINERA LA LINEA SA DE CV,PL/9963/EXP/ES/2015
11372,Hidalgo,21.97791,-99.00449,23.95,28.65,27.49,ENERGETICOS DE LA HUASTECA SA DE CV,PL/9962/EXP/ES/2015
11371,Chiapas,15.68327,-92.00428,23.99,29.79,27.0,GASOLINERA LA LINEA SA DE CV,PL/9961/EXP/ES/2015
11370,Yucatan,20.93346,-89.02056,23.99,,,SERVICIO IZAMAL SA DE CV,PL/9960/EXP/ES/2015
2789,Guanajuato,21.09397,-101.6885,23.99,30.39,28.99,ESTACION DE SERVICIO LEON S DE RL DE CV,PL/996/EXP/ES/2015
11368,Sonora,28.56849,-111.3909,23.99,,27.99,SERVIGAS BROCA SA DE CV,PL/9958/EXP/ES/2015
11367,Hidalgo,21.9984,-99.01095,23.95,28.65,27.49,ENERGETICOS DE VALLES SA DE CV,PL/9957/EXP/ES/2015
11366,Hidalgo,21.26046,-98.78646,23.99,27.74,27.37,SERVICIO ACOSTA SA DE CV,PL/9956/EXP/ES/2015
11365,Mexico,19.83158,-99.90763,23.99,28.99,28.28,CENTRO DE SERVICIOS REAL 24 SA DE CV,PL/9955/EXP/ES/2015
11364,Chiapas,15.36959,-92.24305,23.99,29.69,27.0,GASOLINERA LA LINEA SA DE CV,PL/9954/EXP/ES/2015
11362,Hidalgo,21.2576,-98.80241,23.99,27.74,27.37,MULTISERVICIO TAMAZUNCHALE SA DE CV,PL/9952/EXP/ES/2015
11361,Chiapas,15.70463,-91.99814,23.99,29.79,27.0,SERVICIOS MGM SA DE CV,PL/9951/EXP/ES/2015
11360,Sinaloa,23.93204,-106.4312,23.99,28.99,28.69,SUPER SERVICIO ABY SA DE CV,PL/9950/EXP/ES/2015
3088,Queretaro,20.48971,-100.9646,23.99,28.44,28.28,CORTA GAS SA DE CV,PL/995/EXP/ES/2015
11359,Chiapas,16.6973,-93.10823,23.99,28.69,27.0,GASOLINERA EL JOBO SA DE CV,PL/9949/EXP/ES/2015
11358,Hidalgo,21.25004,-98.75262,23.99,27.74,27.37,ENERGETICOS DE TAMAZUNCHALE SA DE CV,PL/9948/EXP/ES/2015
11357,Chiapas,16.71996,-93.17366,23.99,28.69,27.0,ECOGAS NUEVO TERAN SA DE CV,PL/9947/EXP/ES/2015
11356,Sinaloa,24.75563,-107.695,23.99,28.3,27.9,SUPER SERVICIO ABY SA DE CV,PL/9946/EXP/ES/2015
11355,Nuevo Leon,25.77071,-100.2647,23.99,29.99,,YLIGARZA SA DE CV,PL/9945/EXP/ES/2015
11354,Nayarit,21.81635,-103.7735,,29.2,,AUTO SERVICIO TREJO SA DE CV,PL/9944/EXP/ES/2015
11353,Sinaloa,24.75106,-107.3562,23.29,27.99,27.79,SERVICIOS EXPRESS GUPA SA DE CV,PL/9943/EXP/ES/2015
11345,Coahuila,28.69213,-100.5238,20.49,25.49,27.99,OPERADORA GALMA SA DE CV,PL/9942/EXP/ES/2015
11352,Chihuahua,31.59713,-106.3824,19.09,23.19,26.99,DIAZ GAS SA DE CV,PL/9941/EXP/ES/2015
11346,Baja California,30.0602,-115.7258,23.99,28.99,28.4,BAJACACTUS SERVICIOS TURISTICOS SA DE CV,PL/9940/EXP/ES/2015
3121,Tamaulipas,23.76078,-99.11617,23.99,28.71,,SERCABER SA DE CV,PL/994/EXP/ES/2015
11348,Chiapas,15.37474,-92.23011,23.99,29.39,27.0,MULTISERVICIOS ESPECIALIZADOS OCOZOCOAUTLA SA DE CV,PL/9939/EXP/ES/2015
11351,Chihuahua,31.67629,-106.4767,19.24,23.39,26.99,DIAZ GAS SA DE CV,PL/9938/EXP/ES/2015
11350,Baja California Sur,24.13963,-110.3171,24.5,30.1,27.99,HORIZON ENERGIA Y MOVIMIENTO SA DE CV,PL/9937/EXP/ES/2015
11349,Baja California Sur,24.13107,-110.3254,24.5,30.1,,HORIZON ENERGIA Y MOVIMIENTO SA DE CV,PL/9936/EXP/ES/2015
11347,Tabasco,18.64749,-91.83796,23.99,27.99,,COMBUSTIBLES Y LUBRICANTES DE LA VEINTISEIS SA DE CV,PL/9935/EXP/ES/2015
11344,Chiapas,16.75694,-93.32938,23.99,28.81,27.0,GRUPO EMPRESARIAL OCOZOCOAUTLA SA DE CV,PL/9934/EXP/ES/2015
11342,Chiapas,16.76714,-93.29424,23.99,28.81,27.0,CORPORATIVO DE COMBUSTIBLE DEL SURESTE SA DE CV,PL/9933/EXP/ES/2015
11343,Chiapas,16.75753,-93.38129,23.99,28.81,27.0,IMPULSORA COMERCIAL OCOZOCOAUTLA SA DE CV,PL/9932/EXP/ES/2015
11341,Coahuila,28.69392,-100.5346,19.0,24.0,26.0,SERVICIO EL AGUILA DEL NORTE SA DE CV,PL/9931/EXP/ES/2015
2996,Chihuahua,28.61197,-106.0918,23.99,28.99,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/993/EXP/ES/2015
2845,Coahuila,27.87345,-101.5091,23.95,,,SUPER SERVICIO KIKAPU SA DE CV,PL/992/EXP/ES/2015
3134,Campeche,19.65149,-90.70911,23.99,,,GAELI DIESEL SA DE CV,PL/991/EXP/ES/2015
2977,Nuevo Leon,25.79759,-100.3387,23.96,28.8,27.0,SOLO GAS SA DE CV,PL/989/EXP/ES/2015
2860,Ciudad de Mexico,19.4892,-99.18553,23.99,28.85,27.0,SERVICIO JOPEL SA DE CV,PL/988/EXP/ES/2015
3027,Chiapas,16.27289,-93.27979,23.99,28.79,,PEDRO AURELIANO MIER Y CONCHA BALTAZAR,PL/987/EXP/ES/2015
2982,Ciudad de Mexico,19.49441,-99.09943,23.99,27.99,27.0,GRUPO ANHUAR SA DE CV,PL/986/EXP/ES/2015
2826,Ciudad de Mexico,19.36429,-99.06796,23.39,27.85,,LA VICENTINA SA DE CV,PL/985/EXP/ES/2015
2968,Hidalgo,20.00077,-99.21481,23.89,28.19,27.99,LAS MEJORES ESTACIONES SA DE CV,PL/984/EXP/ES/2015
3065,Chiapas,16.21192,-93.85916,23.99,29.04,,COMBUSTIBLES MB DE LA COSTA SA DE CV,PL/983/EXP/ES/2015
3142,Ciudad de Mexico,19.44126,-99.2096,23.99,28.99,,APROVECHAMIENTOS Y SERVICIOS SA DE CV,PL/982/EXP/ES/2015
3148,Ciudad de Mexico,19.29301,-99.12498,23.59,27.99,,SUPER SERVICIO COAPA SA DE CV,PL/981/EXP/ES/2015
2948,Ciudad de Mexico,19.42759,-99.2693,23.99,29.59,27.49,SERVICIO NEVADA S DE RL DE CV,PL/980/EXP/ES/2015
14580,Aguascalientes,21.88589,-102.313,23.99,29.99,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9791/EXP/ES/2015
10306,Jalisco,20.43668,-103.545,23.99,29.99,28.97,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9790/EXP/ES/2015
2873,Chihuahua,28.62542,-105.9708,22.77,27.25,,AUTOSERVICIO CASANTO SA DE CV,PL/979/EXP/ES/2015
10769,Jalisco,20.69003,-103.3038,23.99,29.99,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9789/EXP/ES/2015
10410,Oaxaca,17.65222,-97.79366,24.65,29.6,29.35,GASOLINERA PRIZENA SA DE CV,PL/9788/EXP/ES/2015
10691,Jalisco,20.60687,-103.4315,23.99,29.99,28.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9787/EXP/ES/2015
10405,Michoacan,19.21506,-101.7038,24.69,28.88,29.85,GASOLINERA MICHOACAN SA DE CV,PL/9786/EXP/ES/2015
10580,Guanajuato,20.58555,-101.2213,23.49,28.39,,GASOLINAS Y MAS SA DE CV,PL/9785/EXP/ES/2015
10426,Chihuahua,27.85436,-105.2007,24.99,29.25,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9784/EXP/ES/2015
10366,Chihuahua,28.86482,-106.2265,23.99,28.99,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9783/EXP/ES/2015
10356,Chihuahua,28.67678,-106.1022,23.99,28.99,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9781/EXP/ES/2015
10322,Chihuahua,27.67681,-105.1817,24.99,29.25,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9780/EXP/ES/2015
2799,Ciudad de Mexico,19.44335,-99.1833,23.99,,,ESTACION DE SERVICIO GAALBO SA DE CV,PL/978/EXP/ES/2015
10456,Michoacan,19.53451,-101.4705,23.99,29.4,27.8,RAFAEL HERRERA BARRIGA,PL/9779/EXP/ES/2015
10488,Chihuahua,28.68807,-106.0845,23.99,28.99,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9778/EXP/ES/2015
10694,Chihuahua,28.60483,-105.9959,23.99,28.99,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9777/EXP/ES/2015
10284,Chihuahua,27.67807,-105.1615,24.99,29.25,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9776/EXP/ES/2015
10493,Chihuahua,28.62205,-106.0533,23.99,28.99,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9775/EXP/ES/2015
10430,Chihuahua,28.71295,-106.105,23.99,28.99,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9774/EXP/ES/2015
10391,Chihuahua,27.6683,-105.1703,24.99,29.25,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9773/EXP/ES/2015
10662,Chihuahua,28.5832,-106.1199,23.99,28.99,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9772/EXP/ES/2015
10738,Chihuahua,28.69204,-106.1154,23.99,28.99,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9771/EXP/ES/2015
10614,Chihuahua,28.19998,-105.4535,23.99,28.99,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9770/EXP/ES/2015
3113,Ciudad de Mexico,19.60226,-98.99144,23.99,28.99,,ESTACION BOSQUE REAL S DE RL DE CV,PL/977/EXP/ES/2015
10414,Chihuahua,27.67904,-105.1511,24.99,29.25,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9769/EXP/ES/2015
10588,Durango,25.5815,-103.4778,23.99,29.59,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9768/EXP/ES/2015
10420,Chihuahua,28.67061,-106.1332,23.99,28.99,27.0,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9767/EXP/ES/2015
10505,Nuevo Leon,25.65537,-100.2944,24.49,29.99,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9766/EXP/ES/2015
10566,Aguascalientes,21.91466,-102.2815,23.99,29.99,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9765/EXP/ES/2015
10498,Quintana Roo,20.21857,-87.45465,24.49,27.99,28.99,ORLANDO RAFAEL DZUL CHAN,PL/9764/EXP/ES/2015
10287,Quintana Roo,18.51289,-88.27953,24.59,27.48,,HIDROCARBUROS HANDALL SA DE CV (10988),PL/9763/EXP/ES/2015
10570,Hidalgo,21.86485,-98.94386,23.97,28.65,27.5,GASOLINERA EL PUJAL SA DE CV,PL/9762/EXP/ES/2015
10340,Coahuila,29.32375,-100.9639,21.3,25.28,28.08,SERVICIOS VIAL SA DE CV,PL/9761/EXP/ES/2015
14539,Chihuahua,28.59577,-105.9986,23.0,27.6,,AUTOSERVICIO ANVALES SA DE CV,PL/976/EXP/ES/2015
10746,Michoacan,19.55716,-101.4222,23.99,28.99,27.99,JOSE CARMEN ARIEL BARRIGA VILLAGOMEZ,PL/9759/EXP/ES/2015
10377,Sinaloa,25.08725,-107.6825,23.99,29.38,,PETROPLAZAS SA DE CV,PL/9758/EXP/ES/2015
10494,Guanajuato,20.79622,-102.2486,23.96,28.84,27.5,JESUS MARIA RAMIREZ GARCIA,PL/9757/EXP/ES/2015
10545,Mexico,19.69631,-100.5983,23.99,28.85,28.0,FIDEL GARFIAS SUAREZ,PL/9756/EXP/ES/2015
10387,Mexico,19.69112,-100.5676,23.99,28.99,,MARCELINA GARFIAS LOPEZ,PL/9755/EXP/ES/2015
10565,Mexico,19.44331,-100.3512,23.99,28.89,28.49,DIMAS GARFIAS LOPEZ,PL/9754/EXP/ES/2015
10529,Mexico,19.55316,-100.4707,23.99,28.5,28.49,FIDEL GARFIAS SUAREZ,PL/9753/EXP/ES/2015
10586,Baja California,30.52679,-115.9318,24.79,29.29,,SERVICIO HORTA DE ENSENADA SA DE CV,PL/9752/EXP/ES/2015
10463,Baja California,30.56533,-115.943,24.79,29.29,27.99,SERVICIO HORTA DE ENSENADA SA DE CV,PL/9751/EXP/ES/2015
10526,Baja California,30.83898,-116.0605,24.79,29.29,27.99,SERVICIO HORTA DE ENSENADA SA DE CV,PL/9750/EXP/ES/2015
2804,Ciudad de Mexico,19.28072,-99.17193,,28.4,,UNIDAD LEO SA,PL/975/EXP/ES/2015
10645,Mexico,19.68758,-100.5514,23.99,28.85,,ODIN ANTUAN GARFIAS LOPEZ,PL/9749/EXP/ES/2015
10693,Aguascalientes,21.56366,-102.1486,23.99,,28.0,GASOLINAS Y LUBRICANTES EL DESTIERRO SA DE CV,PL/9748/EXP/ES/2015
10667,Jalisco,21.02653,-102.6049,23.99,28.91,28.28,SERVICIO SANTO NIÑO SA DE CV,PL/9747/EXP/ES/2015
10337,Jalisco,20.43201,-103.2965,24.0,30.39,29.9,SAVLOZ COMPANNY SA DE CV,PL/9746/EXP/ES/2015
10792,Sonora,29.68556,-110.9601,23.99,,,ROSA ISELA PACHECO NAVARRO,PL/9745/EXP/ES/2015
10723,Hidalgo,20.09893,-98.7819,23.25,27.89,,ESTACION REAL DE LA PLATA SA DE CV,PL/9744/EXP/ES/2015
10483,Michoacan,19.98964,-102.4647,23.99,29.4,28.6,SALVADOR PEREZ HERNANDEZ,PL/9743/EXP/ES/2015
10681,Michoacan,19.51747,-101.6064,23.95,28.65,,VICTOR MANUEL OBREGON SOLIS,PL/9742/EXP/ES/2015
10329,Baja California,31.11685,-114.9014,23.99,28.89,27.99,ESTACION DE SERVICIOS EL CAPITAN SA DE CV,PL/9741/EXP/ES/2015
3107,Nayarit,21.03753,-104.3787,23.99,29.29,28.99,COMBU-EXPRESS SA DE CV,PL/974/EXP/ES/2015
10404,Chiapas,17.99567,-94.5635,23.37,26.99,27.36,SUPER SERVICIO VALPARAISO SA DE CV,PL/9739/EXP/ES/2015
10305,San Luis Potosi,22.73988,-101.0824,23.99,28.4,28.3,COMBUSTIBLES Y LUBRICANTES MOCTEZUMA S DE RL DE CV,PL/9738/EXP/ES/2015
10379,Hidalgo,20.90572,-97.67947,23.98,29.14,27.5,GASOLINERA FOY QUINTANA ROO SA DE CV,PL/9737/EXP/ES/2015
10560,Veracruz,19.2026,-96.34982,,,28.2,GASOLINERA GRACIELA SA DE CV,PL/9736/EXP/ES/2015
10268,Nuevo Leon,26.04351,-98.29333,21.29,24.79,27.0,BURGOS PLUS GASOLINERAS SA DE CV,PL/9735/EXP/ES/2015
10286,Nayarit,23.00066,-105.8638,,28.99,,SERVICIO DEL ROSARIO SA DE CV,PL/9734/EXP/ES/2015
10470,Sinaloa,24.4305,-107.2142,24.4,29.61,27.99,ESTACION DE SERVICIO EXPRESS SA DE CV,PL/9733/EXP/ES/2015
10490,Morelos,18.93275,-99.4295,23.89,28.49,28.28,ESPERANZA DURAN DURAN,PL/9731/EXP/ES/2015
10415,Mexico,19.34869,-99.63074,23.98,28.49,28.28,ESPERANZA DURAN DURAN,PL/9730/EXP/ES/2015
2883,Ciudad de Mexico,19.45914,-99.23111,23.99,29.49,,ESTACION DE SERVICIO PARAISO S DE RL DE CV,PL/973/EXP/ES/2015
10752,Michoacan,20.00003,-101.4294,23.99,28.99,28.59,EMPRESAS ANGUIANO SA DE CV,PL/9729/EXP/ES/2015
10367,Hidalgo,20.95551,-97.40215,24.0,28.44,,GASOLINERAS BELLO SA DE CV,PL/9728/EXP/ES/2015
10516,Michoacan,19.51107,-101.619,23.97,29.31,27.4,SUPERSERVICIO BARRIGA S DE RL DE CV,PL/9727/EXP/ES/2015
10779,Michoacan,17.99217,-102.1617,23.2,27.48,27.0,SUPER SERVICIO NARANJITO SA DE CV,PL/9726/EXP/ES/2015
10589,Queretaro,21.01404,-100.3913,22.65,27.0,28.1,SERVICIOS EL QUIJAY SA DE CV,PL/9725/EXP/ES/2015
10278,Ciudad de Mexico,19.62531,-99.02684,23.99,,27.0,ALEJANDRO MARIO OCHOA FRAGOSO,PL/9724/EXP/ES/2015
10357,Ciudad de Mexico,19.4747,-99.1395,23.99,28.99,27.0,ALEJANDRO MARIO OCHOA FRAGOSO,PL/9723/EXP/ES/2015
10299,Jalisco,20.05557,-102.7166,24.54,29.78,,LUIS MARIANO AMEZCUA SANCHEZ,PL/9722/EXP/ES/2015
10671,Nuevo Leon,25.67505,-100.2067,23.99,29.59,,SERVICIO NUEVO SAN SEBASTIAN SA DE CV,PL/9721/EXP/ES/2015
10736,Ciudad de Mexico,19.59944,-99.0524,23.99,28.99,27.0,ALEJANDRO MARIO OCHOA FRAGOSO,PL/9720/EXP/ES/2015
3074,Chiapas,15.67459,-93.21095,23.99,,,GRUPO GASOLINERO TREBOL PACIFICO SA DE CV,PL/972/EXP/ES/2015
10790,Veracruz,19.17571,-96.12093,23.7,27.5,,HIDROCARBUROS IMOSA SA DE CV,PL/9719/EXP/ES/2015
10275,Hidalgo,20.59154,-97.49561,23.97,28.99,27.89,ABASTECEDORA AEROPUERTO SA DE CV,PL/9718/EXP/ES/2015
10672,Tlaxcala,19.32971,-98.22198,23.5,27.7,,SERVICIO IXTACUIXTLA SA DE CV,PL/9717/EXP/ES/2015
10296,Tlaxcala,19.3029,-98.40098,23.61,,,SERVICIO IXTACUIXTLA SA DE CV,PL/9716/EXP/ES/2015
10346,Ciudad de Mexico,19.40448,-99.13679,23.99,28.75,,SUPER SERVICIO VIADUCTO ELSA SA,PL/9715/EXP/ES/2015
10489,Ciudad de Mexico,19.39779,-99.11678,23.69,27.59,,SERVICIOS SIMPA SA DE CV,PL/9714/EXP/ES/2015
10568,Ciudad de Mexico,19.5224,-99.14246,23.99,27.99,,SUPER SERVICIO MEXPASIM SA DE CV,PL/9713/EXP/ES/2015
10593,Tamaulipas,25.83008,-97.48757,20.15,,27.25,COMBUSTIBLES CAMINO REAL S DE RL,PL/9712/EXP/ES/2015
10355,Morelos,18.8055,-98.93568,23.95,27.8,26.98,SUPERSERVICIO MORELOS DE CUAUTLA SA,PL/9711/EXP/ES/2015
10675,Nuevo Leon,25.69675,-100.4538,23.99,29.99,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/9710/EXP/ES/2015
3137,Guanajuato,21.19457,-100.8677,23.99,28.8,27.85,COMBUSTIBLES SANTA FE SA DE CV,PL/971/EXP/ES/2015
10711,Durango,25.0466,-105.4148,24.63,29.77,28.19,NAVAR BREACH SPR DE RL DE CV,PL/9709/EXP/ES/2015
10382,Durango,25.11805,-105.4681,24.63,29.77,28.19,SIERRA MADRE COMBUSTIBLES Y SERVICIOS SA DE CV,PL/9708/EXP/ES/2015
10295,Hidalgo,19.91081,-98.67554,23.27,,,SERVICIO LA LOMA SA DE CV,PL/9707/EXP/ES/2015
10359,Ciudad de Mexico,19.63076,-99.0015,23.29,,,SERVICIO CHICONAHUTLA SA DE CV,PL/9706/EXP/ES/2015
10351,Ciudad de Mexico,19.52753,-99.15761,23.48,,,"Gasolinera Acueducto Guadalupe, S.A. de C.V.",PL/9704/EXP/ES/2015
10784,Hidalgo,20.94456,-97.40015,23.98,,28.28,CONSORCIO GASOLINERO GUSTIN SA DE CV,PL/9703/EXP/ES/2015
10478,Ciudad de Mexico,19.4764,-99.13698,23.75,28.79,,SABINO AGUIRRE SA DE CV,PL/9702/EXP/ES/2015
10461,Hidalgo,19.98964,-98.70649,23.45,,,BENSAA SA DE CV,PL/9701/EXP/ES/2015
10722,Hidalgo,20.67129,-97.33619,23.98,28.3,28.28,CONSORCIO GASOLINERO GUSTIN SA DE CV,PL/9700/EXP/ES/2015
3019,Chiapas,16.38583,-93.28307,23.99,28.34,,NORMA PATRICIA ALVARADO TRUJILLO,PL/970/EXP/ES/2015
10727,Colima,19.77743,-104.3578,23.99,29.89,,COMBU-EXPRESS SA DE CV,PL/9699/EXP/ES/2015
10621,Hidalgo,20.12881,-99.23872,23.27,27.79,27.9,SERVICIO FRANCHUZ SA DE CV,PL/9698/EXP/ES/2015
10282,Oaxaca,17.03659,-96.71217,24.0,29.29,28.28,ESTACION DE SERVICIO CAMAISA SA DE CV,PL/9697/EXP/ES/2015
10386,Queretaro,20.19171,-100.1414,23.99,,27.0,LEON SERGIO GONZALEZ DE LA VEGA,PL/9696/EXP/ES/2015
10756,Chihuahua,29.8913,-106.3955,,27.99,27.99,COMBUSTIBLES SUECO SA DE CV,PL/9695/EXP/ES/2015
10770,Baja California,32.53152,-117.0489,23.85,28.8,,MARIA DEL CONSUELO ROMANO PIÑA,PL/9694/EXP/ES/2015
10422,Chihuahua,27.0523,-106.2646,24.3,,27.5,FELIX RUIZ GONZALEZ,PL/9693/EXP/ES/2015
10401,Guanajuato,21.11167,-101.7118,23.49,,,BRISCAN SA DE CV,PL/9692/EXP/ES/2015
10539,Chihuahua,29.94348,-106.9455,23.69,,27.99,COMBUSTIBLES CARVEL SA DE CV,PL/9691/EXP/ES/2015
10343,Veracruz,19.2552,-97.14453,23.99,27.98,28.0,GRUPO GONZALEZ BERRA SA DE CV,PL/9690/EXP/ES/2015
3047,Queretaro,19.96308,-100.9101,24.0,28.5,28.0,SABINO TRINIDAD GARCIA ESCUTIA,PL/969/EXP/ES/2015
10267,Jalisco,20.51744,-102.3267,23.99,29.99,28.99,SERVICIO SAN JOSE DEL CARACOL SA DE CV,PL/9689/EXP/ES/2015
10530,Baja California,31.8467,-116.6088,22.89,27.72,27.0,SERVICIO BUSTRI SA DE CV,PL/9688/EXP/ES/2015
10518,Mexico,19.91766,-99.59727,23.39,28.19,27.79,OPERADORA JILOTEPEC SA DE CV,PL/9687/EXP/ES/2015
10495,Queretaro,20.63593,-100.4538,23.99,24.99,23.29,COSMOS SERVICIO S DE RL DE CV,PL/9686/EXP/ES/2015
